hex_id,y_mean_kcal_ha,count,proj_x,proj_y,lon,lat
13673.0,9712004096.0,1855.0,1539503.6063498282,-545022.3334707431,15.388937378598266,-4.4096339444561385
13674.0,9922500608.0,1856.0,1539503.6063498282,-395022.33347074315,15.375570712842698,-3.1954486157507778
13675.0,10188278784.0,1856.0,1539503.6063498282,-245022.33347074315,15.366489706915521,-1.9818134161899492
13676.0,10307022848.0,1894.0,1539503.6063498282,-95022.33347074315,15.3616716657341,-0.7685189674619494
13677.0,10216727552.0,1856.0,1539503.6063498282,54977.66652925685,15.361104577161996,0.4446434331448178
13678.0,10046389248.0,1855.0,1539503.6063498282,204977.66652925685,15.364787028680047,1.6578822269355897
13679.0,9619896320.0,1854.0,1539503.6063498282,354977.66652925685,15.37272819760144,2.871406006418387
13680.0,9105037312.0,1856.0,1539503.6063498282,504977.66652925685,15.384947914697541,4.0854239288294645
13681.0,9857648640.0,1856.0,1539503.6063498282,654977.6665292569,15.401476802100929,5.300146133087403
13682.0,9337451520.0,1895.0,1539503.6063498282,804977.6665292569,15.42235648737093,6.515784162730869
13683.0,6665528320.0,1855.0,1539503.6063498282,954977.6665292569,15.447639896668724,7.73255139747011
13684.0,4553482752.0,1855.0,1539503.6063498282,1104977.6665292569,15.477391631118339,8.950663496091027
13685.0,2809418496.0,1854.0,1539503.6063498282,1254977.6665292569,15.511688431653344,10.170338853595698
13686.0,2106892416.0,1856.0,1539503.6063498282,1404977.6665292569,15.550619738997414,11.39179907564759
13687.0,893115392.0,1855.0,1539503.6063498282,1554977.6665292569,15.594288356934609,12.615269473617506
13688.0,0.0,1895.0,1539503.6063498282,1704977.6665292569,15.642811228732757,13.840979583802667
13689.0,0.0,1856.0,1539503.6063498282,1854977.6665292569,15.6963203385388,15.069163714722768
13690.0,0.0,1856.0,1539503.6063498282,2004977.6665292569,15.75496375182572,16.300061526791062
13691.0,0.0,1854.0,1539503.6063498282,2154977.666529257,15.818906811606084,17.533918649125436
13692.0,0.0,1855.0,1539503.6063498282,2304977.666529257,15.888333510222578,18.770987338815292
13693.0,0.0,1856.0,1539503.6063498282,2454977.666529257,15.9634480601849,20.01152718861002
13694.0,0.0,1894.0,1539503.6063498282,2604977.666529257,16.044476691874653,21.2558058897608
13695.0,0.0,1856.0,1539503.6063498282,2754977.666529257,16.131669711145918,22.504100057650756
13696.0,0.0,1856.0,1539503.6063498282,2904977.666529257,16.22530385611064,23.75669612891687
13697.0,0.0,1855.0,1539503.6063498282,3054977.666529257,16.32568499996867,25.0138913400307
13698.0,0.0,1855.0,1539503.6063498282,3204977.666529257,16.43315125594456,26.275994798805765
13699.0,0.0,1856.0,1539503.6063498282,3354977.666529257,16.548076551637116,27.54332866208728
13700.0,0.0,1857.0,1539503.6063498282,3504977.666529257,16.670874753901092,28.81622943501438
13701.0,0.0,1894.0,1539503.6063498282,3654977.666529257,16.80200444244282,30.095049409807704
13702.0,77169768.0,534.0,1539503.6063498282,3804977.666529257,16.941974451508557,31.38015826512008
13708.0,6645102592.0,111.0,1539503.6063498282,4704977.666529257,18.00415354159164,39.24626990691102
13709.0,7367117312.0,482.0,1539503.6063498282,4854977.666529257,18.22615935112149,40.58764948077952
13710.0,7796312576.0,392.0,1539503.6063498282,5004977.666529257,18.463958678981008,41.93917094763636
13711.0,8152345088.0,1840.0,1539503.6063498282,5154977.666529257,18.718998232822518,43.301475972705724
13712.0,8821305344.0,1856.0,1539503.6063498282,5304977.666529257,18.992931710213764,44.67525725066239
13713.0,7417325056.0,1895.0,1539503.6063498282,5454977.666529257,19.287658554211724,46.06126531413096
13714.0,7608436736.0,1855.0,1539503.6063498282,5604977.666529257,19.605372003921943,47.460316551298604
13715.0,7638430208.0,1856.0,1539503.6063498282,5754977.666529257,19.948619189212177,48.87330271245287
